row_id,OBJECTID,AADT,AADT_YEAR,CARTO_CLASS,FLOW_DIRECTION,FROM_LEFT_ADDRESS,FROM_RIGHT_ADDRESS,FROM_STREET,LANES,OWNERSHIP,ROADSEGMENTID,SOURCE,SOURCE_DATE,SPEED_LIMIT,STREET,SUBCATEGORY,TO_LEFT_ADDRESS,TO_RIGHT_ADDRESS,TO_STREET,Shape__Length
121,53074,541,2023,LOCAL STREET,TWOWAY,177,174,KELLY DR,2,KIT,20698,REG PLAN 1305,2003-04-22T00:00:00.000000,40,OVERLEA DR,LOCAL,227,226,EAGEN DR,234.309415516787
122,53077,750,2003,LOCAL STREET,TWOWAY,3,4,BLACK WALNUT DR,2,KIT,21781,GIS STAFF,2003-12-09T00:00:00.000000,40,CARLYLE DR,LOCAL,27,28,CARLYLE PL,167.712313111146
123,53078,450,2003,LOCAL STREET,TWOWAY,14,15,FERGUS AVE,2,KIT,23057,REG PLAN 742,2003-04-22T00:00:00.000000,40,RUTHERFORD DR,LOCAL,98,91,KINZIE AVE,313.879668197729
124,53079,3095,2024,COLLECTOR,TWOWAY,150,157,KENORA DR,2,KIT,12140,REG PLAN 1197,2003-12-18T00:00:00.000000,40,OLD CHICOPEE DR,MINOR,170,177,BOUND BROOK CRT,173.877909373337
125,53081,1100,2003,LOCAL STREET,TWOWAY,26,27,WREN PL,2,KIT,13209,REG PLAN 1197,2003-12-18T00:00:00.000000,40,KENORA DR,LOCAL,40,47,WAYNE DR,98.119168266358
126,53082,1262,2024,LOCAL STREET,TWOWAY,56,51,WAYNE DR,2,KIT,13179,REG PLAN 1197,2003-12-18T00:00:00.000000,40,KENORA DR,LOCAL,72,69,PARKVIEW CRES,128.823852604748
127,53083,175,2003,LOCAL STREET,TWOWAY,5,16,BANNOCKBURN RD,2,KIT,22772,REG PLAN 1392,2004-02-09T00:00:00.000000,40,STAFFORD LANE,LOCAL,25,24,CHAPEL HILL DR,233.460927671603
128,53084,339,2016,LOCAL STREET,TWOWAY,24,29,OTTAWA ST N,2,KIT,11510,REG PLAN 1053,2003-12-18T00:00:00.000000,30,MIDLAND DR,LOCAL,102,103,DOOLEY DR,341.562436827952
129,53086,2489,2017,COLLECTOR,TWOWAY,190,185,SOUTHILL DR,2,KIT,22178,REG PLAN 1115,2003-04-22T00:00:00.000000,40,MORGAN AVE,MINOR,214,225,PEPPERWOOD CRES,138.811704152913
130,53088,2600,2003,COLLECTOR,TWOWAY,254,249,PEPPERWOOD CRES,2,KIT,23049,REG PLAN 1310,2003-04-22T00:00:00.000000,40,MORGAN AVE,MINOR,264,269,GREENDALE CRES,81.0312874424229
131,53091,100,2003,LOCAL STREET,TWOWAY,16,31,DOON VILLAGE RD,2,KIT,21559,REG PLAN 1044,2004-02-09T00:00:00.000000,40,DOONBROOK PL,LOCAL,60,61,CUL DE SAC,210.189160408783
132,53094,500,2005,LOCAL STREET,TWOWAY,1243,1252,LEMON GRASS ST,2,KIT,600867,30T-01205-DA,2004-03-11T00:00:00.000000,40,COUNTRYSTONE DR,LOCAL,1263,1268,COUNTRYSTONE CRES,77.0677846830177
133,53095,150,2003,LOCAL STREET,TWOWAY,2015,2010,HIDDEN VALLEY RD,2,KIT,22142,REG PLAN 1740,2003-04-22T00:00:00.000000,40,HIDDEN VALLEY CRES,LOCAL,2255,2252,RIVER BIRCH ST,794.27289401516
134,53096,12850,2015,ARTERIAL,TWOWAY,273,280,ARNOLD ST,2,REG,10485,REG PLAN 666,2003-04-22T00:00:00.000000,50,LANCASTER ST W,MAJOR,285,280,ELIZABETH ST,70.0522746028727
135,53097,263,2022,LOCAL STREET,TWOWAY,95,100,LOWER MERCER ST,2,KIT,600047,30T-97014-MOD-MAR-5-2004,2004-03-05T00:00:00.000000,40,UPPER MERCER ST,LOCAL,145,148,WOOLNER TRAIL,228.492602193357
136,53098,14783,2015,ARTERIAL,TWOWAY,155,172,HILL ST,3,REG,12646,REG PLAN 378,2003-04-22T00:00:00.000000,50,LANCASTER ST W,MAJOR,187,196,GUELPH ST,171.916195430081
137,53099,14922,2015,ARTERIAL,TWOWAY,125,124,HILLVIEW ST,2,REG,6961,REG PLAN 250,2003-04-22T00:00:00.000000,50,LANCASTER ST W,MAJOR,153,152,HILL ST,132.828938788731
138,53101,14445,2015,ARTERIAL,TWOWAY,873,882,CHICOPEE HILLS DR,5,REG,22415,REG PLAN 1798,2003-04-22T00:00:00.000000,50,FAIRWAY RD N,MAJOR,873,888,PEBBLECREEK DR,461.151333810869
139,53105,1100,2003,LOCAL STREET,TWOWAY,28,27,BELTON DR,2,KIT,1223,REG PLAN 1131,2003-04-22T00:00:00.000000,40,WEICHEL ST,LOCAL,116,139,VICTORIA ST S,434.746113162599
140,53107,2907,2023,COLLECTOR,TWOWAY,224,219,GLENDALE RD,2,KIT,11492,REG PLAN 351,2003-04-22T00:00:00.000000,30,EAST AVE,MAJOR,250,233,CAMERON ST N,113.23314257776
141,53108,188,2021,LOCAL STREET,TWOWAY,100,111,CHAPEL ST,2,KIT,11280,REG PLAN 768,2003-04-22T00:00:00.000000,40,MELROSE AVE,LOCAL,126,119,SHERIDAN CRT,128.676469488648
142,53109,350,2003,LOCAL STREET,TWOWAY,8,9,BECKER ST,2,KIT,9874,REG PLAN 773,2003-12-18T00:00:00.000000,40,FIFE AVE,LOCAL,16,29,ANN ST,116.366612196884
143,53111,1450,2003,COLLECTOR,TWOWAY,117,118,OLD COUNTRY DR,2,KIT,21962,REG PLAN 1416,2002-08-13T00:00:00.000000,40,THE COUNTRY WAY,MINOR,121,122,SETTLERS DR,64.8237495059557
144,53112,2480,2016,COLLECTOR,TWOWAY,209,208,FAIRBANK PL,2,KIT,9642,REG PLAN 1441,2002-08-13T00:00:00.000000,40,RITTENHOUSE RD,MINOR,217,212,ERINBROOK DR,90.617096399509
145,53113,100,2003,LOCAL STREET,TWOWAY,37,48,PRINCE ST,2,KIT,12574,REG PLAN 577,2003-06-25T00:00:00.000000,40,MARKET ST,LOCAL,37,48,END,56.3165731127168
146,53115,1000,2003,LOCAL STREET,TWOWAY,176,183,FARRIER PL,2,KIT,21871,REG PLAN 1376,2003-04-22T00:00:00.000000,40,FARRIER DR,LOCAL,212,237,UPPER CANADA DR,244.608346947243
147,53118,3164,2019,COLLECTOR,TWOWAY,454,449,MEADOW WOODS CRES,2,KIT,5396,REG PLAN 1426,2003-04-22T00:00:00.000000,40,DRIFTWOOD DR,MINOR,462,461,HOMESTEAD PL,63.5879670558992
148,53119,150,2003,LOCAL STREET,TWOWAY,152,149,SUGAR MAPLE PL,2,KIT,21096,REG PLAN 1463,2003-04-22T00:00:00.000000,40,SUGAR MAPLE ST,LOCAL,168,169,CEDAR CREST ST,115.242229809573
149,53121,517,1997,LOCAL STREET,TWOWAY,492,483,ETHEL ST,2,KIT,15755,REG PLAN 357,2003-12-18T00:00:00.000000,40,EPHRAIM ST,LOCAL,530,519,LOIS ST,172.811501008016
150,53122,1165,1996,LOCAL STREET,TWOWAY,111,106,LOIS ST,2,KIT,15897,REG PLAN 779,2003-12-18T00:00:00.000000,40,ROSEMOUNT DR,LOCAL,111,106,SHERWOOD AVE,37.3225401461293
151,53123,6257,2022,COLLECTOR,TWOWAY,826,831,TURNER AVE,2,KIT,15766,REG PLAN 712,2003-04-22T00:00:00.000000,50,FREDERICK ST,MAJOR,866,867,AVON RD,179.850316895941
152,53127,5791,2008,COLLECTOR,TWOWAY,580,585,LANCASTER ST W,2,KIT,12386,??,2003-04-22T00:00:00.000000,50,BRIDGEPORT RD,MAJOR,580,585,RIVERBEND DR,195.990713741872
153,53129,2873,2001,COLLECTOR,TWOWAY,108,103,ROYAL ORCHARD DR,2,KIT,9529,REG PLAN 1419,2003-04-22T00:00:00.000000,40,DRIFTWOOD DR,MINOR,116,103,PARKLAND CRES,48.5645389102802
154,53130,4656,2003,COLLECTOR,TWOWAY,278,297,GRACEFIELD CRES,2,KIT,10935,REG PLAN 1335,2002-08-13T00:00:00.000000,40,KINGSWOOD DR,MINOR,278,311,SELKIRK DR,113.178023944004
155,53131,1100,2009,LOCAL STREET,TWOWAY,155,154,GENEVA CRES,2,KIT,10821,REG PLAN 1335,2002-08-13T00:00:00.000000,40,SELKIRK DR,LOCAL,167,164,LUCERNE DR,75.3923379935116
156,53132,350,2003,LOCAL STREET,TWOWAY,2,3,ZELLER DR,2,KIT,22570,REG PLAN 1787,2003-12-18T00:00:00.000000,40,SUSAN CRES,LOCAL,54,43,SUSAN CRT,234.688107023719
157,53133,2013,2022,COLLECTOR,TWOWAY,201,200,ERINBROOK DR,2,KIT,9640,REG PLAN 1441,2002-08-13T00:00:00.000000,40,RITTENHOUSE RD,MINOR,205,204,FAIRBANK PL,87.7579694470006
158,53135,636,2011,COLLECTOR,TWOWAY,1204,1211,ZELLER DR,2,KIT,601760,30T-97012-MOD-MAR-5-2004,2004-03-05T00:00:00.000000,40,OLD ZELLER DR,MINOR,1264,1259,VALEBROOK ST,195.344924453593
159,53136,5961,2015,ARTERIAL,TWOWAY,2091,2150,NYLES DR,2,REG,602403,UNKNOWN,2004-06-08T00:00:00.000000,70,BLEAMS RD,MAJOR,2091,2150,GEORGE ISRAEL ST,490.686677061006
160,53137,300,2003,LOCAL STREET,TWOWAY,4,1,DRIFTWOOD DR,2,KIT,5401,REG PLAN 1426,2003-04-22T00:00:00.000000,40,THORNCLIFFE ST,LOCAL,74,75,HOMESTEAD PL,242.368030008513
161,53138,2475,2003,LOCAL STREET,TWOWAY,37,36,TAMROTH CLOSE,2,KIT,11400,REG PLAN 737,2003-04-22T00:00:00.000000,40,HEIMAN ST,LOCAL,45,56,KEHL ST,93.2057398846325
162,53139,850,2003,LOCAL STREET,TWOWAY,43,28,SENECA DR,2,KIT,6720,REG PLAN 670,2003-04-22T00:00:00.000000,40,LORNE CRES,LOCAL,53,52,DELAWARE AVE,94.2209354292571
163,53143,19387,2015,ARTERIAL,TWOWAY,107,114,WEST AVE,3,REG,1703,REG PLAN 207,2003-04-22T00:00:00.000000,50,HIGHLAND RD W,MAJOR,111,114,VANCAMP AVE,40.6033006297048
164,53144,17961,2015,ARTERIAL,TWOWAY,115,122,VANCAMP AVE,3,REG,1700,REG PLAN 207,2003-04-22T00:00:00.000000,50,HIGHLAND RD W,MAJOR,151,160,PATRICIA AVE,163.278941602464
165,53146,400,2003,LOCAL STREET,TWOWAY,7,6,WESTHEIGHTS DR,2,KIT,5410,REG PLAN 1391,2003-04-22T00:00:00.000000,40,WINDING WAY,LOCAL,91,94,GREENBOUGH CRT,395.89112660702
166,53149,400,2003,LOCAL STREET,TWOWAY,10,7,DUNSMERE DR,2,KIT,9184,REG PLAN 1368,2002-08-13T00:00:00.000000,40,GREENOCK DR,LOCAL,18,11,BRIARGATE DR,83.4614115499917
167,53157,450,2003,LOCAL STREET,TWOWAY,22,29,STRATHCONA CRES,2,KIT,15912,REG PLAN 1177,2003-04-22T00:00:00.000000,40,STRATHCONA CRES,LOCAL,34,41,AMBER DR,98.0070696025615
168,53158,1991,2006,COLLECTOR,TWOWAY,16,15,DOON SOUTH DR,2,KIT,16154,REG PLAN 1710,2003-04-22T00:00:00.000000,40,WINDRUSH TRAIL,MINOR,28,23,HUNTINGWOOD CRT,172.173259725489
169,53164,2983,2021,COLLECTOR,TWOWAY,324,333,DAVID BERGEY DR,2,KIT,602406,58M-258,2003-07-29T00:00:00.000000,40,ACTIVA AVE,MINOR,432,429,ISAIAH DR,250.80003150226
170,53165,4444,2019,COLLECTOR,TWOWAY,152,145,LYDIA ST,2,KIT,9811,REG PLAN 86,2003-04-22T00:00:00.000000,40,KRUG ST,MAJOR,164,163,MERNER AVE,95.6040782469475
171,53166,700,2003,LOCAL STREET,TWOWAY,3,12,THISTLEDOWN DR,2,KIT,9698,REG PLAN 1648,2002-08-13T00:00:00.000000,40,RUSHBROOK DR,LOCAL,117,108,ERINBROOK DR,428.120616730031
172,53167,350,2003,LOCAL STREET,TWOWAY,8,7,RITTENHOUSE RD,2,KIT,9657,REG PLAN 1567,2002-08-13T00:00:00.000000,40,GOUNDRY CRES,LOCAL,60,59,ERINBROOK DR,219.816180891295
173,53168,1198,2022,COLLECTOR,TWOWAY,295,296,ROSEBANK CRES,2,KIT,9443,REG PLAN 1441,2002-08-13T00:00:00.000000,40,RITTENHOUSE RD,MINOR,345,320,JULIA CRES,145.706749415508
174,53174,700,2003,LOCAL STREET,TWOWAY,5,2,KEEWATIN AVE,2,KIT,10313,REG PLAN 1413,2003-04-22T00:00:00.000000,40,GEORGIAN ST,LOCAL,9,22,NIPIGON ST,85.6251963306333
175,53176,2399,2023,COLLECTOR,TWOWAY,1026,1027,EDWIN ST,3,KIT,10439,REG PLAN 660,2003-09-09T00:00:00.000000,40,UNION ST,MINOR,1054,1043,OXFORD ST,141.676718265196
176,53177,450,2003,LOCAL STREET,TWOWAY,32,31,ROTHSAY AVE,2,KIT,9964,REG PLAN 865,2003-04-22T00:00:00.000000,40,FORFAR AVE,LOCAL,122,91,FORFAR CRT,357.308102465452
177,53178,1950,2020,COLLECTOR,TWOWAY,224,451,WEDGEWOOD DR,2,KIT,9937,REG PLAN 841,2003-12-18T00:00:00.000000,40,MANCHESTER RD,MINOR,464,451,RIVER RD E,792.40818451948
178,53181,449,2011,LOCAL STREET,TWOWAY,35,36,EVERGLADE CRES,2,KIT,600116,58M-224,2003-07-29T00:00:00.000000,40,FOXGLOVE CRES,LOCAL,49,46,PROSPERITY DR,67.0093686037178
179,53182,100,2003,LOCAL STREET,TWOWAY,3,4,WAKE ROBIN DR,2,KIT,21753,REG PLAN 1758,2003-07-29T00:00:00.000000,40,MILFOIL CRES,LOCAL,115,112,WINDFLOWER DR,277.793523239584
180,53185,4936,2023,LOCAL STREET,TWOWAY,153,144,CONNAUGHT ST,2,KIT,9989,REG PLAN 254,2002-08-13T00:00:00.000000,40,EIGHTH AVE,LOCAL,223,220,GREENFIELD AVE,271.549606097581
181,53189,650,2009,LOCAL STREET,TWOWAY,12,7,DOON SOUTH DR,2,KIT,40364,58M-158,2003-04-22T00:00:00.000000,40,WINDING WOOD CRES,LOCAL,34,31,CREST HAVEN ST,167.684456835188
182,53191,300,2004,LOCAL STREET,TWOWAY,79,80,PURPLE SAGE CRES,2,KIT,600749,58M-300,2003-12-09T00:00:00.000000,40,SNOWDROP CRES,LOCAL,109,92,PURPLE SAGE CRES,67.5433780368901
183,53192,1210,2022,LOCAL STREET,TWOWAY,59,58,KEHL ST,2,KIT,11345,REG PLAN 1343,2003-04-22T00:00:00.000000,40,HEIMAN ST,LOCAL,99,86,CHARLES BEST PL,112.440779533481
184,53197,100,2003,LOCAL STREET,TWOWAY,2,1,WESTMEADOW DR,2,KIT,21064,REG PLAN 1805,2003-04-22T00:00:00.000000,40,MICHELLE CRT,LOCAL,24,25,CUL DE SAC,64.9551558012336
185,53204,3593,2015,COLLECTOR,TWOWAY,298,303,AUTUMN HILL CRES,2,KIT,5631,REG PLAN 1353,2003-04-22T00:00:00.000000,40,WESTHEIGHTS DR,MINOR,302,307,MCGARRY DR,56.9196483993976
186,53207,1350,2023,LOCAL STREET,TWOWAY,115,100,APPLEROCK CRT,2,KIT,602498,30T-97015,2003-04-22T00:00:00.000000,40,PEBBLECREEK DR,LOCAL,127,124,ZELLER DR,95.6251845038328
187,53211,1040,2019,LOCAL STREET,TWOWAY,120,111,DEERFIELD AVE,2,KIT,22914,REG PLAN 884,2003-12-18T00:00:00.000000,40,LYNDHURST DR,LOCAL,126,131,BURBANK RD,95.2806289594738
188,53213,650,2009,LOCAL STREET,TWOWAY,372,359,KRISTI PL,2,KIT,23090,REG PLAN 1664,2003-04-22T00:00:00.000000,40,VERONICA DR,LOCAL,372,383,ZEFFER PL,82.6934705122014
189,53215,450,2003,LOCAL STREET,TWOWAY,14,11,PATTANDON AVE,2,KIT,11348,REG PLAN 880,2003-04-22T00:00:00.000000,40,OLYMPIC DR,LOCAL,98,97,HOFFMAN ST,363.220269101608
190,53216,1037,2016,COLLECTOR,TWOWAY,350,357,DRIFTWOOD PL,2,KIT,21713,REG PLAN 1505,2003-04-22T00:00:00.000000,40,DRIFTWOOD DR,MINOR,374,369,OLD FOREST CRES,99.1842400366642
191,53219,400,2003,LOCAL STREET,TWOWAY,17,24,QUINTE CRT,2,KIT,22287,REG PLAN 1447,2003-05-30T00:00:00.000000,40,QUINTE CRES,LOCAL,69,72,MORRISON RD,287.840920574513
192,53220,648,2021,LOCAL STREET,TWOWAY,220,211,THIRD AVE,2,KIT,13296,REG PLAN 951,2002-08-13T00:00:00.000000,40,CONNAUGHT ST,LOCAL,228,227,FOURTH AVE,100.690742251153
193,53222,950,2003,LOCAL STREET,TWOWAY,36,19,RUSH MEADOW CRT,2,KIT,600634,58M-291,2003-09-12T00:00:00.000000,40,RUSH MEADOW ST,LOCAL,36,31,ANSON CRT,91.8318310066007
194,53224,300,2003,LOCAL STREET,TWOWAY,80,81,WEBER ST E,2,KIT,9854,REG PLAN 284,2003-04-22T00:00:00.000000,40,PANDORA AVE N,LOCAL,92,99,TROY ST,96.0879131187406
195,53225,321,1996,LOCAL STREET,TWOWAY,96,101,TROY ST,2,KIT,9395,REG PLAN 232,2003-04-22T00:00:00.000000,40,PANDORA AVE N,LOCAL,118,111,SAMUEL ST,101.259262043126
196,53226,493,1996,LOCAL STREET,TWOWAY,124,117,KRUG ST,2,KIT,9858,REG PLAN 414,2003-04-22T00:00:00.000000,40,SAMUEL ST,LOCAL,176,169,CAMERON ST N,226.821489499299
197,53227,218,2023,LOCAL STREET,TWOWAY,228,235,FAIRVIEW AVE,2,KIT,9848,REG PLAN 284,2003-04-22T00:00:00.000000,40,SAMUEL ST,LOCAL,244,235,STIRLING AVE N,70.787511364084
198,53231,350,2003,LOCAL STREET,TWOWAY,7,6,JOSEPH ST,2,KIT,5890,REG PLAN 80,2003-04-22T00:00:00.000000,40,RICHMOND AVE,LOCAL,27,36,END,123.19299280444
199,53237,1275,2003,LOCAL STREET,TWOWAY,237,240,EAGEN DR,2,KIT,20746,REG PLAN 1305,2003-04-22T00:00:00.000000,40,OVERLEA DR,LOCAL,251,256,LOMBARDY CRT,93.0445754868234
200,53238,450,2003,LOCAL STREET,TWOWAY,17,20,HIGHLAND RD E,2,KIT,5724,REG PLAN 708,2003-04-22T00:00:00.000000,40,RUBY ST,LOCAL,49,52,SPADINA RD E,186.315995887338
201,53239,1195,2021,LOCAL STREET,TWOWAY,32,25,WINSLOW DR,2,KIT,5720,REG PLAN 230,2003-04-22T00:00:00.000000,40,SPADINA RD E,LOCAL,40,39,SPADINA RD E,60.8906720961363
202,53247,39075,2015,ARTERIAL,TWOWAY,3761,3800,RIVERBANK DR,4,REG,16195,58R-7361,2003-04-22T00:00:00.000000,50,KING ST E,MAJOR,3849,3880,KING ST BYPASS ONRAMP,785.007474273508
203,53248,400,2009,LOCAL STREET,TWOWAY,3,34,EASTFOREST TRAIL,2,KIT,5522,REG PLAN 1753,2003-04-22T00:00:00.000000,40,WILDLARK CRES,LOCAL,103,78,EASTFOREST TRAIL,362.260420125358
204,53250,200,2003,LOCAL STREET,TWOWAY,30,35,BANFF PL,2,KIT,6553,REG PLAN 1242,2002-08-13T00:00:00.000000,30,SHEA CRES,LOCAL,130,133,LAURENTIAN DR,451.67461144506
205,53254,264,2003,LOCAL STREET,TWOWAY,6,7,BRIERDALE DR,2,KIT,22577,REG PLAN 1595,2003-04-22T00:00:00.000000,40,QUAISER ST,LOCAL,18,19,QUAISER CRT,94.6846358760482
206,53255,700,2003,LOCAL STREET,TWOWAY,81,76,GEORGIAN CRES,2,KIT,10346,REG PLAN 1413,2003-04-22T00:00:00.000000,40,GEORGIAN ST,LOCAL,81,84,GEORGIAN PL,81.6072216770544
207,53257,4390,2015,ARTERIAL,TWOWAY,1873,1800,ESSEX RD,2,REG,9429,UNKNOWN,2004-06-08T00:00:00.000000,70,BLEAMS RD,MAJOR,1873,1800,BANDON DR,564.809500983832
208,53259,450,2003,LOCAL STREET,TWOWAY,7,8,KEEWATIN AVE,2,KIT,10281,REG PLAN 1413,2003-04-22T00:00:00.000000,40,NIPIGON ST,LOCAL,39,34,MUSKOKA CRT,161.102877465916
209,53260,18733,2015,ARTERIAL,TWOWAY,99,100,WATER ST N,4,REG,7055,REG PLAN 374,2003-04-22T00:00:00.000000,50,WEBER ST W,MAJOR,99,100,HEIT LANE,36.5666590895946
210,53266,200,2003,LOCAL STREET,TWOWAY,37,42,ASPEN AVE,2,KIT,6317,REG PLAN 1156,2003-04-22T00:00:00.000000,40,GOTTSCHEER CRT,LOCAL,65,66,CUL DE SAC,91.7056301038692
211,53267,175,2003,LOCAL STREET,TWOWAY,202,203,SUSAN CRES,2,KIT,22476,REG PLAN 1788,2003-12-18T00:00:00.000000,40,SUSAN CRT,LOCAL,234,235,CUL DE SAC,123.937717179577
212,53269,550,2003,LOCAL STREET,TWOWAY,14,17,ROLLING ACRES CRT,2,KIT,22436,REG PLAN 1647,2003-12-18T00:00:00.000000,40,ROLLING ACRES DR,LOCAL,86,85,CORFIELD DR,341.600759781652
213,53271,2092,2021,COLLECTOR,TWOWAY,221,228,FRANCIS ST N,2,KIT,40355,REG PLAN 374,2003-04-22T00:00:00.000000,40,DUKE ST W,MAJOR,221,228,HEIT LANE,61.0874382102085
214,53274,812,2021,LOCAL STREET,TWOWAY,233,232,MAUSSER AVE,2,KIT,6316,REG PLAN 25,2003-04-22T00:00:00.000000,30,LORNE AVE,LOCAL,287,280,GOTTSCHEER CRT,205.339400886197
215,53275,100,2003,LOCAL STREET,TWOWAY,8,11,MILL PARK DR,2,KIT,16090,REG PLAN 1487,2004-02-09T00:00:00.000000,40,MILL VIEW ST,LOCAL,24,19,MILL PARK DR,127.388203520962
216,53276,280,2003,LOCAL STREET,TWOWAY,21,28,ONEIDA PL,2,KIT,22191,REG PLAN 1447,2003-05-30T00:00:00.000000,40,ONEIDA PL,LOCAL,165,168,ONEIDA PL,474.562186121106
217,53281,5677,2020,COLLECTOR,TWOWAY,325,248,COURTLAND AVE E,4,KIT,11387,REG PLAN 368,2003-04-22T00:00:00.000000,40,STIRLING AVE S,MINOR,363,248,MILL ST,480.47363291498
218,53282,1740,2019,LOCAL STREET,TWOWAY,184,193,BROADLEAF PL,2,KIT,6597,REG PLAN 876,2003-04-22T00:00:00.000000,40,LAKESIDE DR,LOCAL,272,281,GREENBROOK DR,342.549368931679
219,53283,825,2009,LOCAL STREET,TWOWAY,12,11,FOREST HILL DR,2,KIT,6252,REG PLAN 916,2003-04-22T00:00:00.000000,40,VILLAGE RD,LOCAL,12,19,STONYBROOK DR,67.887998201792
220,53285,980,2019,LOCAL STREET,TWOWAY,544,535,TANGLEWOOD AVE,2,KIT,15890,REG PLAN 928,2003-04-22T00:00:00.000000,40,MANCHESTER RD,LOCAL,548,547,PEACHWOOD CRT,86.7657309174342
221,53287,1152,2022,COLLECTOR,TWOWAY,143,142,TRELAWNEY ST,2,KIT,4838,REG PLAN 1481,2003-04-22T00:00:00.000000,40,STOKE DR,MINOR,151,166,LENNOX CRES,133.677484724385
222,53288,523,2014,COLLECTOR,TWOWAY,115,112,WEXFORD CRES,2,KIT,4842,REG PLAN 1481,2003-04-22T00:00:00.000000,40,STOKE DR,MINOR,135,138,TRELAWNEY ST,141.287801140818
223,53290,100,2003,LOCAL STREET,TWOWAY,3,8,GRAND RIVER BLVD,2,KIT,22369,REG PLAN 1447,2003-05-30T00:00:00.000000,40,CHEROKEE CRT,LOCAL,29,28,CUL DE SAC,78.5913468715591
224,53291,175,2003,LOCAL STREET,TWOWAY,3,2,MILL PARK DR,2,KIT,16101,REG PLAN 1612,2004-02-09T00:00:00.000000,40,MORNINGVIEW PL,LOCAL,31,28,CUL DE SAC,105.544173956327
225,53292,1798,2023,LOCAL STREET,TWOWAY,151,120,TRILLIUM PARK PL,3,KIT,21813,58R-469,2002-08-13T00:00:00.000000,50,TRILLIUM DR,LOCAL,151,150,BEASLEY DR,153.205460997063
226,53293,1323,2024,LOCAL STREET,TWOWAY,275,276,WATERBEND CRES,2,KIT,601161,30T-00201,2004-08-31T00:00:00.000000,40,SIMS ESTATE DR,LOCAL,303,304,WILLIAM LEWIS ST,175.198006860029
227,53294,100,2009,LOCAL STREET,TWOWAY,6,7,WINDRUSH TRAIL,2,KIT,16135,REG PLAN 1710,2003-04-22T00:00:00.000000,40,WHISPERWOOD CRT,LOCAL,54,55,CUL DE SAC,274.558986263653
228,53295,694,2008,LOCAL STREET,TWOWAY,59,54,SCHWEITZER ST,2,KIT,12954,REG PLAN 675,2003-06-25T00:00:00.000000,40,STANLEY AVE,LOCAL,79,78,TAGGE ST,198.990450440101
229,53296,300,2003,LOCAL STREET,TWOWAY,4,3,INWOOD DR,2,KIT,8718,REG PLAN 1198,2003-04-22T00:00:00.000000,40,INWOOD CRES,LOCAL,88,83,INWOOD DR,417.97822375058
230,53298,90,2022,LOCAL STREET,TWOWAY,108,109,WEBER ST E,2,KIT,11721,REG PLAN 651,2003-04-22T00:00:00.000000,40,EDMUND RD,LOCAL,130,125,BRENTWOOD AVE,169.818950383613
231,53300,11052,2006,COLLECTOR,TWOWAY,670,673,LOIS ST,2,KIT,15752,REG PLAN 937,2003-04-22T00:00:00.000000,50,FREDERICK ST,MAJOR,734,733,RIVER RD E,266.436032251318
232,53301,450,2003,LOCAL STREET,TWOWAY,3,2,DEER RIDGE DR,2,KIT,600102,58M-282,2003-07-29T00:00:00.000000,40,WAGON ST,LOCAL,67,66,BADEN CRT,332.451421614536
233,53302,9840,2017,COLLECTOR,TWOWAY,3050,3063,GREENFIELD AVE,3,KIT,10728,REG PLAN 961,2002-08-13T00:00:00.000000,40,KINGSWAY DR,MINOR,3050,3101,WILSON AVE,303.033435709286
234,53303,1482,2021,LOCAL STREET,TWOWAY,10,45,WILSON AVE,2,KIT,10697,GIS STAFF,2003-12-18T00:00:00.000000,50,GOODRICH DR,LOCAL,50,131,CHANDARIA PL,416.148708308
235,53305,450,2003,LOCAL STREET,TWOWAY,168,163,FLORENCE AVE,2,KIT,22320,REG PLAN 308,2003-04-22T00:00:00.000000,40,HUBER ST,LOCAL,194,169,JANSEN AVE,93.0526156316237
236,53306,5113,2004,COLLECTOR,TWOWAY,130,127,HAROLD AVE,2,KIT,22951,REG PLAN 742,2003-04-22T00:00:00.000000,40,KINZIE AVE,MINOR,130,131,GUERIN AVE,39.4042155104624
237,53307,904,2011,COLLECTOR,TWOWAY,74,81,GAY CRES,2,KIT,23267,REG PLAN 1207,2003-12-18T00:00:00.000000,40,CONWAY DR,MINOR,96,91,GAY CRES,99.2011657101521
238,53308,969,2021,LOCAL STREET,TWOWAY,76,81,PARKVIEW CRES,2,KIT,13180,REG PLAN 1197,2003-12-18T00:00:00.000000,40,KENORA DR,LOCAL,92,89,PARKVIEW CRES,96.5720505222711
239,53309,1100,2003,LOCAL STREET,TWOWAY,96,105,PARKVIEW CRES,2,KIT,12147,REG PLAN 1197,2003-12-18T00:00:00.000000,40,KENORA DR,LOCAL,112,111,OLD CHICOPEE DR,96.4122860427093
240,53311,1394,2013,COLLECTOR,TWOWAY,328,415,BERWICK PL,2,KIT,22309,REG PLAN 1310,2003-04-22T00:00:00.000000,40,MORGAN AVE,MINOR,340,425,RIVER RD E,191.833488532676
241,53313,750,2003,LOCAL STREET,TWOWAY,291,294,GOTTSCHEER CRT,2,KIT,6576,REG PLAN 1156,2003-04-22T00:00:00.000000,40,LORNE AVE,LOCAL,309,294,HEIMAN ST,98.6973346545496
242,53314,4000,2003,COLLECTOR,TWOWAY,463,462,HIGHLAND RD E,2,KIT,6312,REG PLAN 289,2003-04-22T00:00:00.000000,40,STIRLING AVE S,MINOR,483,478,LORNE CRES,90.5263978540212
